step,level,count,p50,p90,p99,max,above100,meanChildCurvature,childMeansAbove100,aboveAdaptiveThreshold,childMeansAboveAdaptiveThreshold
52,0,1,2.61934439e-08,2.61934439e-08,2.61934439e-08,2.61934439e-08,0,0.00686310185,0,0,0
52,1,8,0.00549182203,0.00823438074,0.00823438074,0.00823438074,0,0.00635179307,0,0,0
52,2,64,0.00686642807,0.0123515707,0.0137463193,0.0137463193,0,0.0172627948,0,0,0
52,3,512,0.0164794903,0.0329589993,0.0439453423,0.0549584553,0,0.0345978448,0,0,0
52,4,4096,0.0329589471,0.0769042671,0.109863237,0.120860323,0,0.0506434312,0,0,0
52,5,32768,0.0439453088,0.109863237,0.219726562,0.263714761,0,0,0,0,0
53,0,1,0.00137326983,0.00137326983,0.00137326983,0.00137326983,0,0.00377856172,0,0,0
53,1,8,0.0034399326,0.00411719037,0.00411719037,0.00411719037,0,0.00369139959,0,0,0
53,2,64,0.00276267482,0.00549318409,0.00823438074,0.00823438074,0,0.0176169593,0,0,0
53,3,512,0.0137329083,0.0274658166,0.0494384766,0.0494384766,0,0.0351638182,0,0,0
53,4,4096,0.0329589993,0.0659179613,0.0878906623,0.109863296,0,0.0829002567,0,0,0
53,5,32768,0.0769042894,0.17578122,0.219726503,0.307617128,0,0,0,0,0
54,0,1,0.00137326983,0.00137326983,0.00137326983,0.00137326983,0,0.00755377067,0,0,0
54,1,8,0.00549182203,0.00961571839,0.00961571839,0.00961571839,0,0.00386407148,0,0,0
54,2,64,0.00137329602,0.0109970551,0.0164955836,0.0164955836,0,0.0157718888,0,0,0
54,3,512,0.0164794996,0.0219726581,0.0247192252,0.0274658166,0,0.0341874907,0,0,0
54,4,4096,0.0274658166,0.0769043192,0.0988769531,0.109863266,0,0.080832137,0,0,0
54,5,32768,0.0769042894,0.153808579,0.197753876,0.283777684,0,0,0,0,0
55,0,1,0,0,0,0,0,0.00275261677,0,0,0
55,1,8,0.00274926377,0.0027559693,0.0027559693,0.0027559693,0,0.00137616004,0,0,0
55,2,64,0.0013732909,0.00551193859,0.00689327624,0.00689327624,0,0.0139049878,0,0,0
55,3,512,0.0164794736,0.0219726581,0.0219726581,0.0275194608,0,0.0333449301,0,0,0
55,4,4096,0.0329589732,0.0659179464,0.0878906325,0.0878906325,0,0.0591957092,0,0,0
55,5,32768,0.0439453162,0.131835893,0.175781235,0.219726503,0,0,0,0,0
56,0,1,5.23868877e-08,5.23868877e-08,5.23868877e-08,5.23868877e-08,0,0.00548846973,0,0,0
56,1,8,0.00411719037,0.00685974862,0.00685974862,0.00685974862,0,0.00806707633,0,0,0
56,2,64,0.00549318409,0.0164794996,0.0164794996,0.0164794996,0,0.0224019442,0,0,0
56,3,512,0.0274657644,0.0384521857,0.0494384728,0.0494384728,0,0.0352871251,0,0,0
56,4,4096,0.0329589806,0.0659179986,0.0988769531,0.120849594,0,0.0604033415,0,0,0
56,5,32768,0.0439453162,0.131835923,0.197753921,0.263671845,0,0,0,0,0
57,0,1,0.00549313193,0.00549313193,0.00549313193,0.00549313193,0,0.00138495211,0,0,0
57,1,8,1.39349122e-05,0.0027559693,0.0027559693,0.0027559693,0,0.00354132544,0,0,0
57,2,64,0.00274659204,0.00823977683,0.0109970551,0.0109970551,0,0.00489278923,0,0,0
57,3,512,5.23868877e-08,0.0164794903,0.0274658166,0.0329589806,0,0.0299495602,0,0,0
57,4,4096,0.0329589806,0.0549316332,0.0769043192,0.142822251,0,0.0705857062,0,0,0
57,5,32768,0.0659179464,0.153808564,0.219726533,0.307617158,0,0,0,0,0
58,0,1,5.23868877e-08,5.23868877e-08,5.23868877e-08,5.23868877e-08,0,0.00275596953,0,0,0
58,1,8,0.0027559693,0.0027559693,0.0027559693,0.0027559693,0,0.0130467581,0,0,0
58,2,64,0.0137329083,0.0164821725,0.0192314368,0.0192314368,0,0.0142806983,0,0,0
58,3,512,0.0137329083,0.0274658687,0.0274658687,0.0329589993,0,0.0232172048,0,0,0
58,4,4096,0.0219726544,0.0439453162,0.0549316332,0.0823973939,0,0.06627203,0,0,0
58,5,32768,0.0659179613,0.109863319,0.175781265,0.219726533,0,0,0,0,0
59,0,1,0.00549313193,0.00549313193,0.00549313193,0.00549313193,0,0.00549182249,0,0,0
59,1,8,0.00274926377,0.00823438074,0.00823438074,0.00823438074,0,0.00944088027,0,0,0
59,2,64,0.0068665063,0.0192260407,0.0192260407,0.0192260407,0,0.0156110275,0,0,0
59,3,512,0.0164794903,0.0219726544,0.0329589806,0.0329589806,0,0.0300514308,0,0,0
59,4,4096,0.0329589471,0.0549316332,0.0769042894,0.0988769531,0,0.0588288717,0,0,0
59,5,32768,0.0549316332,0.109863266,0.153808638,0.197753891,0,0,0,0,0
60,0,1,0,0,0,0,0,0.00137798476,0,0,0
60,1,8,0.00137463189,0.00138133741,0.00138133741,0.00138133741,0,0.00193165595,0,0,0
60,2,64,0.00137332221,0.00411987258,0.00549852755,0.00549852755,0,0.00463469451,0,0,0
60,3,512,0,0.0109863682,0.0219726544,0.0274658166,0,0.024786334,0,0,0
60,4,4096,0.0219726842,0.038452141,0.0769042894,0.0878906325,0,0.0437227432,0,0,0
60,5,32768,0.0439453088,0.0878906325,0.153808638,0.263671845,0,0,0,0,0
61,0,1,0.00274659204,0.00274659204,0.00274659204,0.00274659204,0,0.00205859519,0,0,0
61,1,8,0.00136792636,0.00274926377,0.00274926377,0.00274926377,0,0.00210558041,0,0,0
61,2,64,0.00137332221,0.00549313193,0.00827461388,0.00827461388,0,0.00330473631,0,0,0
61,3,512,0,0.00823977683,0.0219672881,0.0219726544,0,0.021916329,0,0,0
61,4,4096,0.0219726544,0.0329589993,0.0549316332,0.0878906175,0,0.0412188283,0,0,0
61,5,32768,0.0439453088,0.0878906175,0.109863266,0.197753876,0,0,0,0,0
62,0,1,0.00137332221,0.00137332221,0.00137332221,0.00137332221,0,0.00239722407,0,0,0
62,1,8,0.00205188966,0.00274255825,0.00274255825,0.00274255825,0,0.00712427136,0,0,0
62,2,64,0.00961304642,0.010986316,0.0123596173,0.0123596173,0,0.0106963113,0,0,0
62,3,512,0.0109863272,0.0219726842,0.038452141,0.0439453088,0,0.0285626893,0,0,0
62,4,4096,0.0274658166,0.0439453162,0.0878906846,0.131835923,0,0.0455888147,0,0,0
62,5,32768,0.0329589993,0.0878906325,0.17578122,0.307617128,0,0,0,0,0
63,0,1,0.00137326983,0.00137326983,0.00137326983,0.00137326983,0,0.0102929762,0,0,0
63,1,8,0.00959560182,0.0109903496,0.0109903496,0.0109903496,0,0.00888129609,0,0,0
63,2,64,0.00823974516,0.0164795537,0.0178527702,0.0178527702,0,0.0175094084,0,0,0
63,3,512,0.0164794996,0.0329589806,0.0439453162,0.0604248159,0,0.0307353415,0,0,0
63,4,4096,0.0274658166,0.0659179613,0.109863266,0.131835952,0,0.0689649376,0,0,0
63,5,32768,0.0659179613,0.12084958,0.197753906,0.307617158,0,0,0,0,0
64,0,1,0.00274653966,0.00274653966,0.00274653966,0.00274653966,0,0.00755712343,0,0,0
64,1,8,0.00687315967,0.00824108627,0.00824108627,0.00824108627,0,0.00866966083,0,0,0
64,2,64,0.00823982898,0.0137329083,0.0164794475,0.017852718,0,0.0188080938,0,0,0
64,3,512,0.0164794996,0.0329589993,0.041198723,0.0439453162,0,0.0290000415,0,0,0
64,4,4096,0.0274658166,0.0549316332,0.0714110807,0.0878906175,0,0.0586068371,0,0,0
64,5,32768,0.054931581,0.109863266,0.175781265,0.219726592,0,0,0,0,0
65,0,1,0.00549313193,0.00549313193,0.00549313193,0.00549313193,0,0.00378191448,0,0,0
65,1,8,0.00274926377,0.00481456472,0.00481456472,0.00481456472,0,0.00326030132,0,0,0
65,2,64,0.0013732909,0.00823972374,0.00961299427,0.00961299427,0,0.017327027,0,0,0
65,3,512,0.0164794996,0.0247192774,0.0357055925,0.0384360515,0,0.027972725,0,0,0
65,4,4096,0.0219726544,0.0549316332,0.0823974237,0.0823974237,0,0.0440606343,0,0,0
65,5,32768,0.0439453088,0.0878906325,0.17578122,0.175781235,0,0,0,0,0
66,0,1,0.00274659204,0.00274659204,0.00274659204,0.00274659204,0,0.0017199663,0,0,0
66,1,8,0.000697374227,0.00274255825,0.00274255825,0.00274255825,0,0.0101271747,0,0,0
66,2,64,0.0109836441,0.0123595856,0.0164687615,0.0164687615,0,0.0135829617,0,0,0
66,3,512,0.0109863272,0.0247192513,0.0274658166,0.0274658166,0,0.0170641826,0,0,0
66,4,4096,0.0164794996,0.0329589993,0.0494385026,0.0659179464,0,0.0270923164,0,0,0
66,5,32768,0.0219726544,0.0659179613,0.131835923,0.153808579,0,0,0,0,0
67,0,1,0.00137326983,0.00137326983,0.00137326983,0.00137326983,0,0.00686980737,0,0,0
67,1,8,0.00549852755,0.00824108627,0.00824108627,0.00824108627,0,0.00879849197,0,0,0
67,2,64,0.00686645415,0.0192260928,0.0192260928,0.0192260928,0,0.011962868,0,0,0
67,3,512,0.0109863421,0.0219726581,0.0329589993,0.0439453088,0,0.0239842926,0,0,0
67,4,4096,0.0219726581,0.0439453162,0.0659179762,0.109863266,0,0.0425760037,0,0,0
67,5,32768,0.0439453088,0.0878906325,0.17578122,0.219726533,0,0,0,0,0
68,0,1,2.61934439e-08,2.61934439e-08,2.61934439e-08,2.61934439e-08,0,0.0024039296,0,0,0
68,1,8,0.00206530071,0.00274255825,0.00274255825,0.00274255825,0,0.00888230672,0,0,0
68,2,64,0.00686645415,0.0178527702,0.0192260928,0.0192260928,0,0.0141621892,0,0,0
68,3,512,0.0109863421,0.0274658166,0.0384521335,0.0384521335,0,0.0234665301,0,0,0
68,4,4096,0.0219726544,0.0439453162,0.0878906325,0.109863266,0,0.0564725689,0,0,0
68,5,32768,0.0549316332,0.0988769531,0.175781235,0.219726533,0,0,0,0,0
69,0,1,2.61934439e-08,2.61934439e-08,2.61934439e-08,2.61934439e-08,0,0.00548846973,0,0,0
69,1,8,0.0054851165,0.00549182203,0.00549182203,0.00549182203,0,0.00793850422,0,0,0
69,2,64,0.00549318409,0.0164794996,0.0178527702,0.0192260668,0,0.0169411436,0,0,0
69,3,512,0.0137329083,0.0274658427,0.0357055664,0.0439453088,0,0.031231525,0,0,0
69,4,4096,0.0274657905,0.0549316332,0.0878905803,0.0878905803,0,0.0552246602,0,0,0
69,5,32768,0.0439453423,0.0878906325,0.175781235,0.285644501,0,0,0,0,0
70,0,1,0.00686642807,0.00686642807,0.00686642807,0.00686642807,0,0.00308118737,0,0,0
70,1,8,0.00274926377,0.00341311051,0.00341311051,0.00341311051,0,0.0120183093,0,0,0
70,2,64,0.010986316,0.0219726581,0.0219806992,0.0219806992,0,0.0172415918,0,0,0
70,3,512,0.0164794736,0.0329589732,0.0329589732,0.0329911672,0,0.0275327849,0,0,0
70,4,4096,0.0274658166,0.0494385026,0.0659179762,0.0878905803,0,0.0453668524,0,0,0
70,5,32768,0.0439453162,0.0878906101,0.142822236,0.197753876,0,0,0,0,0
71,0,1,0.00549313193,0.00549313193,0.00549313193,0.00549313193,0,0.00515654637,0,0,0
71,1,8,0.00206530071,0.00824779179,0.00824779179,0.00824779179,0,0.00634992751,0,0,0
71,2,64,0.00549852755,0.00961304642,0.0109863421,0.0109863421,0,0.0152136645,0,0,0
71,3,512,0.0137329083,0.0329589732,0.0439453162,0.0439453162,0,0.0213182656,0,0,0
71,4,4096,0.0164794903,0.0384521335,0.0878906325,0.0878906325,0,0.030412216,0,0,0
71,5,32768,0.0219726581,0.0659179613,0.17578122,0.17578122,0,0,0,0,0
72,0,1,0.00411988841,0.00411988841,0.00411988841,0.00411988841,0,0.00549517525,0,0,0
72,1,8,0.00549182203,0.00549852755,0.00549852755,0.00549852755,0,0.00373350819,0,0,0
72,2,64,0.0054931636,0.00823972374,0.00960230734,0.00960230734,0,0.00886206058,0,0,0
72,3,512,0.00549316313,0.0219726581,0.0219726581,0.0274658166,0,0.0126492999,0,0,0
72,4,4096,0.0109863421,0.0329589732,0.0439453162,0.0439453162,0,0.0189699356,0,0,0
72,5,32768,0.0109863272,0.0549316593,0.0878906101,0.0988769531,0,0,0,0,0
73,0,1,0.00137329602,0.00137329602,0.00137329602,0.00137329602,0,0.00481121195,0,0,0
73,1,8,0.00413060142,0.00549182203,0.00549182203,0.00549182203,0,0.00798159791,0,0,0
73,2,64,0.0109863421,0.0109863421,0.0164687615,0.0164687615,0,0.0134966265,0,0,0
73,3,512,0.0109863421,0.0302123819,0.0302123819,0.0302124079,0,0.0231689362,0,0,0
73,4,4096,0.0219726544,0.0439453162,0.0769043192,0.0769043192,0,0.0373900111,0,0,0
73,5,32768,0.0329589993,0.0769042894,0.153808579,0.175781235,0,0,0,0,0
74,0,1,0,0,0,0,0,0.00137798476,0,0,0
74,1,8,0.00137463189,0.00138133741,0.00138133741,0.00138133741,0,0.000347848923,0,0,0
74,2,64,0,0.00277608586,0.00278949691,0.00278949691,0,0.00557933661,0,0,0
74,3,512,0.00823972374,0.00823974982,0.00823974982,0.0109970551,0,0.0132394041,0,0,0
74,4,4096,0.0164794736,0.0274658166,0.0329589993,0.0384521335,0,0.019735742,0,0,0
74,5,32768,0.0109863421,0.0549316332,0.0878905803,0.0988769233,0,0,0,0,0
75,0,1,0.00274653966,0.00274653966,0.00274653966,0.00274653966,0,0.00309459842,0,0,0
75,1,8,0.00206530071,0.00412389589,0.00412389589,0.00412389589,0,0.00429137415,0,0,0
75,2,64,0.00411719037,0.00686648022,0.00823974982,0.00823974982,0,0.0136150971,0,0,0
75,3,512,0.0137329083,0.0219726842,0.0329589993,0.0329589993,0,0.0291340499,0,0,0
75,4,4096,0.0219726842,0.0549316332,0.0659179613,0.0878905803,0,0.050925756,0,0,0
75,5,32768,0.0439453088,0.0988769233,0.164794952,0.175781265,0,0,0,0,0
76,0,1,2.61934439e-08,2.61934439e-08,2.61934439e-08,2.61934439e-08,0,0.00412054313,0,0,0
76,1,8,0.00274926377,0.00549182203,0.00549182203,0.00549182203,0,0.0111574866,0,0,0
76,2,64,0.00962912943,0.0164795257,0.0192260705,0.0192260705,0,0.0153643181,0,0,0
76,3,512,0.0137329083,0.0219726842,0.0329589806,0.035705559,0,0.0248934165,0,0,0
76,4,4096,0.0219726544,0.0494384728,0.0714111105,0.10437011,0,0.0470947229,0,0,0
76,5,32768,0.0439452901,0.0878906325,0.131835923,0.241699159,0,0,0,0,0
77,0,1,0.00274661835,0.00274661835,0.00274661835,0.00274661835,0,0.00343591208,0,0,0
77,1,8,0.00137329602,0.00549852755,0.00549852755,0.00549852755,0,0.0118468117,0,0,0
77,2,64,0.010986316,0.0178527702,0.0205993615,0.0205993615,0,0.0154809879,0,0,0
77,3,512,0.010986316,0.0329589806,0.0439452641,0.0521850549,0,0.0179601296,0,0,0
77,4,4096,0.0164794736,0.0439453088,0.076904282,0.109863266,0,0.0435651211,0,0,0
77,5,32768,0.0329589993,0.0878906175,0.153808564,0.241699189,0,0,0,0,0
78,0,1,0,0,0,0,0,0.00274926401,0,0,0
78,1,8,0.00274926377,0.00274926377,0.00274926377,0.00274926377,0,0.00205994771,0,0,0
78,2,64,0.0027465818,0.00549852755,0.00823438074,0.00823438074,0,0.0109866704,0,0,0
78,3,512,0.0109863421,0.0164794903,0.0219941102,0.0219941102,0,0.0199020364,0,0,0
78,4,4096,0.0219726544,0.0384521447,0.0659179613,0.0714111254,0,0.050103669,0,0,0
78,5,32768,0.0439453162,0.0988769531,0.175781235,0.175781235,0,0,0,0,0
79,0,1,0.00068664545,0.00068664545,0.00068664545,0.00068664545,0,0.0037802381,0,0,0
79,1,8,0.00377520872,0.00412389589,0.00412389589,0.00412389589,0,0.003195178,0,0,0
79,2,64,0.0027465818,0.00549315801,0.00751018431,0.00751018431,0,0.0122311424,0,0,0
79,3,512,0.0109863272,0.0164794996,0.0192260668,0.0192260668,0,0.026665158,0,0,0
79,4,4096,0.0274657905,0.0494384766,0.0549316853,0.0659179613,0,0.0569194814,0,0,0
79,5,32768,0.0549316332,0.0878906325,0.142822266,0.153808564,0,0,0,0,0
80,0,1,0.00274656597,0.00274656597,0.00274656597,0.00274656597,0,0.00241901702,0,0,0
80,1,8,0.00240728236,0.00276938034,0.00276938034,0.00276938034,0,0.00443176617,0,0,0
80,2,64,0.00274926377,0.00823974982,0.00823974982,0.00823974982,0,0.00784311698,0,0,0
80,3,512,0.00823974423,0.0137329083,0.0192260705,0.0219726581,0,0.0307299515,0,0,0
80,4,4096,0.0219726544,0.0878906325,0.0878906325,0.0878906325,0,0.0484031337,0,0,0
80,5,32768,0.0439453088,0.0878906325,0.142822266,0.164794892,0,0,0,0,0
81,0,1,0.00137329602,0.00137329602,0.00137329602,0.00137329602,0,0.00445917202,0,0,0
81,1,8,0.00341981603,0.00549852755,0.00549852755,0.00549852755,0,0.0031780898,0,0,0
81,2,64,0,0.00690668728,0.0109836441,0.0109836441,0,0.00903409981,0,0,0
81,3,512,0.00549318409,0.0164794736,0.0164794736,0.0274658166,0,0.0161630244,0,0,0
81,4,4096,0.0164794736,0.0329590254,0.0439453162,0.0439453162,0,0.0298918011,0,0,0
81,5,32768,0.0329589471,0.0659179464,0.0988769457,0.12084958,0,0,0,0,0
82,0,1,0.00411986187,0.00411986187,0.00411986187,0.00411986187,0,0.00342920655,0,0,0
82,1,8,0.00137329602,0.0054851165,0.0054851165,0.0054851165,0,0.00969922252,0,0,0
82,2,64,0.0109863682,0.0137329083,0.0137329083,0.0137329083,0,0.0134112015,0,0,0
82,3,512,0.0137329344,0.0219726842,0.0247192346,0.0247192513,0,0.0289732016,0,0,0
82,4,4096,0.0274658166,0.0494384728,0.0714111105,0.082397446,0,0.0487933941,0,0,0
82,5,32768,0.0439453162,0.0878906325,0.153808579,0.175781235,0,0,0,0,0
83,0,1,0.00274659204,0.00274659204,0.00274659204,0.00274659204,0,0.00342987454,0,0,0
83,1,8,0.0030845399,0.00411719037,0.00411719037,0.00411719037,0,0.00601175288,0,0,0
83,2,64,0.00686645415,0.00823974982,0.0109863421,0.0109863421,0,0.0136683433,0,0,0
83,3,512,0.0137329074,0.0247191992,0.0302123819,0.0302123819,0,0.0260576411,0,0,0
83,4,4096,0.0219726581,0.0494384505,0.0714111328,0.0714111328,0,0.0351630476,0,0,0
83,5,32768,0.0329589732,0.0659179613,0.109863266,0.131835952,0,0,0,0,0
84,0,1,0.00274659204,0.00274659204,0.00274659204,0.00274659204,0,0.001374632,0,0,0
84,1,8,0.00137463189,0.00137463189,0.00137463189,0.00137463189,0,0.00163078727,0,0,0
84,2,64,0.00137329602,0.00274926377,0.00411719037,0.00411719037,0,0.00584738285,0,0,0
84,3,512,0.0054931636,0.0109863272,0.0137329083,0.0137597304,0,0.0112036494,0,0,0
84,4,4096,0.0109863272,0.0219726581,0.0329589806,0.0439452901,0,0.0160698108,0,0,0
84,5,32768,0.0109863272,0.0439453088,0.0659179613,0.0878906101,0,0,0,0,0
85,0,1,2.61934439e-08,2.61934439e-08,2.61934439e-08,2.61934439e-08,0,0.00377856148,0,0,0
85,1,8,0.00205859519,0.00549852755,0.00549852755,0.00549852755,0,0.00704213372,0,0,0
85,2,64,0.00549315801,0.00961302035,0.0137463193,0.0137463193,0,0.0142803238,0,0,0
85,3,512,0.0164794475,0.0192260705,0.0192260705,0.0192260705,0,0.027992902,0,0,0
85,4,4096,0.0274658166,0.0439453423,0.0604247972,0.0714111105,0,0.040010153,0,0,0
85,5,32768,0.0329589806,0.076904282,0.131835952,0.164794892,0,0,0,0,0
86,0,1,0,0,0,0,0,0.00206127996,0,0,0
86,1,8,0.00137329602,0.00274926377,0.00274926377,0.00274926377,0,0.00248892367,0,0,0
86,2,64,0.00137329602,0.00686642807,0.00823438074,0.00823438074,0,0.00579395148,0,0,0
86,3,512,0.00274659204,0.0137329083,0.0219726581,0.0219726581,0,0.0234664875,0,0,0
86,4,4096,0.0219726544,0.0439453088,0.0549316332,0.082397446,0,0.0380347001,0,0,0
86,5,32768,0.0329589806,0.0878906325,0.109863266,0.186767563,0,0,0,0,0
87,0,1,0.00274659204,0.00274659204,0.00274659204,0.00274659204,0,0.00172331906,0,0,0
87,1,8,0.000697374227,0.00274926377,0.00274926377,0.00274926377,0,0.00171846306,0,0,0
87,2,64,0.0013732909,0.00411987258,0.00687986519,0.00687986519,0,0.00674839916,0,0,0
87,3,512,0.00549318409,0.0109863421,0.0164794885,0.0192260668,0,0.0193145886,0,0,0
87,4,4096,0.0164794996,0.0384521596,0.0714111105,0.0769042671,0,0.034015744,0,0,0
87,5,32768,0.0219726581,0.0659179613,0.12084958,0.153808579,0,0,0,0,0
88,0,1,0,0,0,0,0,0.00412054313,0,0,0
88,1,8,0.00274926377,0.00549182203,0.00549182203,0.00549182203,0,0.00488900626,0,0,0
88,2,64,0.00549318409,0.00681280997,0.00686645415,0.00686645415,0,0.00763826658,0,0,0
88,3,512,0.00823974516,0.0137329344,0.0192260668,0.0192260668,0,0.0155783859,0,0,0
88,4,4096,0.0137329083,0.0274658166,0.0494385026,0.0494385026,0,0.0407853018,0,0,0
88,5,32768,0.0329589993,0.0659179986,0.131835952,0.153808579,0,0,0,0,0
89,0,1,2.61934439e-08,2.61934439e-08,2.61934439e-08,2.61934439e-08,0,0.00378191425,0,0,0
89,1,8,0.00207200623,0.00549182203,0.00549182203,0.00549182203,0,0.00435636635,0,0,0
89,2,64,0.00411987258,0.00617980864,0.0109863421,0.0109863421,0,0.00885153903,0,0,0
89,3,512,0.00823974982,0.0164794736,0.0247192252,0.0274658166,0,0.0169167798,0,0,0
89,4,4096,0.0137329344,0.0329589806,0.0494384728,0.076904282,0,0.032664622,0,0,0
89,5,32768,0.0329589732,0.0659179613,0.0988769531,0.153808564,0,0,0,0,0
90,0,1,0.00274659204,0.00274659204,0.00274659204,0.00274659204,0,0.00257156766,0,0,0
90,1,8,0.00274255825,0.00274255825,0.00274255825,0.00274255825,0,0.00446524651,0,0,0
90,2,64,0.0054851165,0.00549318409,0.00686645415,0.00686645415,0,0.00914634159,0,0,0
90,3,512,0.00823974516,0.0164794996,0.0247192252,0.0274658166,0,0.022781306,0,0,0
90,4,4096,0.0164794996,0.0494384505,0.0604247898,0.0988769457,0,0.0458770065,0,0,0
90,5,32768,0.0384521335,0.0878906325,0.142822266,0.186767563,0,0,0,0,0
91,0,1,0.00274656597,0.00274656597,0.00274656597,0.00274656597,0,0.00317841745,0,0,0
91,1,8,0.00274926377,0.00412389589,0.00412389589,0.00412389589,0,0.00103098148,0,0,0
91,2,64,0.00137329078,0.0013732909,0.00413060142,0.00413060142,0,0.00212471727,0,0,0
91,3,512,0.0027465818,0.0054931636,0.0054931636,0.00826120283,0,0.00651508635,0,0,0
91,4,4096,0.00549316313,0.0164794996,0.0329589806,0.0329589806,0,0.0103345686,0,0,0
91,5,32768,0.0109863272,0.0329589806,0.0659179613,0.0878906175,0,0,0,0,0
92,0,1,0.00274656597,0.00274656597,0.00274656597,0.00274656597,0,0.0027502724,0,0,0
92,1,8,0.00137329602,0.00549182203,0.00549182203,0.00549182203,0,0.00645800302,0,0,0
92,2,64,0.0068530431,0.0109863272,0.0137329083,0.0137329344,0,0.0142798526,0,0,0
92,3,512,0.0137329083,0.0247192513,0.0357055664,0.0357055664,0,0.0243182627,0,0,0
92,4,4096,0.0219726544,0.0439453088,0.0714111328,0.0823974758,0,0.0453164798,0,0,0
92,5,32768,0.0439452901,0.0878906175,0.120849609,0.197753891,0,0,0,0,0
93,0,1,2.61934439e-08,2.61934439e-08,2.61934439e-08,2.61934439e-08,0,0.00171326089,0,0,0
93,1,8,0.00137463189,0.00205188966,0.00205188966,0.00205188966,0,0.00180531107,0,0,0
93,2,64,2.61934439e-08,0.00549315801,0.00823438074,0.00823438074,0,0.0075639108,0,0,0
93,3,512,0.00823974982,0.0123595856,0.0123595856,0.0164687615,0,0.0156185107,0,0,0
93,4,4096,0.0109863421,0.0274658427,0.0357055925,0.0357055925,0,0.0410947761,0,0,0
93,5,32768,0.0329589806,0.0769042671,0.0988769233,0.131835893,0,0,0,0,0
94,0,1,0,0,0,0,0,0.0013739639,0,0,0
94,1,8,0.00137329602,0.00137463189,0.00137463189,0.00137463189,0,0.00225319322,0,0,0
94,2,64,0.0027465818,0.00549315801,0.0054931636,0.0054931636,0,0.0044310591,0,0,0
94,3,512,0.00549316313,0.00549318409,0.0137329083,0.0164794736,0,0.00862998791,0,0,0
94,4,4096,0.0109863421,0.0164794903,0.0274658166,0.0384521335,0,0.0118342472,0,0,0
94,5,32768,2.61934439e-08,0.0329589806,0.0549316332,0.0878906325,0,0,0,0,0
95,0,1,0.00274659204,0.00274659204,0.00274659204,0.00274659204,0,0.00206194795,0,0,0
95,1,8,0.00137463189,0.00274926377,0.00274926377,0.00274926377,0,0.00051886258,0,0,0
95,2,64,2.61934439e-08,0.00277608586,0.00552534964,0.00552534964,0,0.00218886748,0,0,0
95,3,512,0.0027465818,0.0054931636,0.00549852755,0.0164955836,0,0.0156532819,0,0,0
95,4,4096,0.0164794903,0.0329589732,0.0439453088,0.0549316332,0,0.0369097397,0,0,0
95,5,32768,0.0329589806,0.0659179762,0.0988769457,0.120849594,0,0,0,0,0
96,0,1,1.30967219e-08,1.30967219e-08,1.30967219e-08,1.30967219e-08,0,0.0024039296,0,0,0
96,1,8,0.00205859519,0.00274926377,0.00274926377,0.00274926377,0,0.00326492274,0,0,0
96,2,64,0.00417083455,0.00549317105,0.00961571839,0.00961571839,0,0.00665171299,0,0,0
96,3,512,0.00686646719,0.0164794866,0.0164794866,0.0164794866,0,0.0122201259,0,0,0
96,4,4096,0.0109863291,0.0219726581,0.0384521596,0.0384521596,0,0.0303920393,0,0,0
96,5,32768,0.0274658296,0.0549316332,0.0988769606,0.120849609,0,0,0,0,0
97,0,1,0,0,0,0,0,0.00206194795,0,0,0
97,1,8,0.00137463189,0.00274926377,0.00274926377,0.00274926377,0,0.00377941089,0,0,0
97,2,64,0.00278949691,0.00686646719,0.00961571839,0.00961571839,0,0.0056649129,0,0,0
97,3,512,0.00549316313,0.0137329083,0.0192260668,0.0192260668,0,0.0144624408,0,0,0
97,4,4096,0.0109863291,0.032958962,0.0329589881,0.0383555852,0,0.0341122383,0,0,0
97,5,32768,0.0329589806,0.0659179613,0.0988769382,0.120849594,0,0,0,0,0
98,0,1,0,0,0,0,0,0.00378191425,0,0,0
98,1,8,0.00207871175,0.0054851165,0.0054851165,0.0054851165,0,0.0043337832,0,0,0
98,2,64,0.00411987258,0.00686645415,0.00823438074,0.00823438074,0,0.0116841456,0,0,0
98,3,512,0.00823976286,0.0274658035,0.0357055552,0.0357055552,0,0.02037936,0,0,0
98,4,4096,0.0164794996,0.0439453162,0.0659179464,0.0714111179,0,0.0418975602,0,0,0
98,5,32768,0.0329589806,0.0878906175,0.142822251,0.142822251,0,0,0,0,0
99,0,1,6.54836096e-09,6.54836096e-09,6.54836096e-09,6.54836096e-09,0,0.00274926401,0,0,0
99,1,8,0.00274926377,0.00274926377,0.00274926377,0.00274926377,0,0.00381996727,0,0,0
99,2,64,0.00276267482,0.00549316453,0.00549316453,0.00549316453,0,0.00709190796,0,0,0
99,3,512,0.00549316453,0.0109863291,0.0164794996,0.0164794996,0,0.0157016712,0,0,0
99,4,4096,0.0109863291,0.0329589881,0.0439453088,0.0439453088,0,0.0330045761,0,0,0
99,5,32768,0.0329589732,0.0549316332,0.120849594,0.164794892,0,0,0,0,0
100,0,1,0,0,0,0,0,0.00274591125,0,0,0
100,1,8,0.00274255825,0.00274926377,0.00274926377,0.00274926377,0,0.00240510463,0,0,0
100,2,64,0.00276267482,0.00411987491,0.00687986519,0.00687986519,0,0.00457572278,0,0,0
100,3,512,0.0054931636,0.00823974703,0.0137329074,0.013732912,0,0.0165546453,0,0,0
