step,level,count,p50,p90,p99,max,above100,meanChildCurvature,childMeansAbove100,aboveAdaptiveThreshold,childMeansAboveAdaptiveThreshold
9,3,512,0,0,0.0329643451,0.0329710506,0,0.00012889794,0,0,0
9,4,4096,0,0,0,0.0659957454,0,3.23292588e-05,0,0,0
9,5,32768,0,0,0,0.132447466,0,0,0,0,0
10,0,1,0,0,0,0,0,0.00824108627,0,0,0
10,1,8,0.00823940989,0.00824276265,0.00824276265,0.00824276265,0,0.00206027157,0,0,0
10,2,64,0,0.0164821725,0.0164821725,0.0164821725,0,0.000515015505,0,0,0
10,3,512,0,0,0.0329576395,0.0329643451,0,0.000128884843,0,0,0
10,4,4096,0,0,0,0.0659957454,0,3.23194363e-05,0,0,0
10,5,32768,0,0,0,0.132420644,0,0,0,0,0
11,0,1,0,0,0,0,0,0.00824192446,0,0,0
11,1,8,0.00824108627,0.00824276265,0.00824276265,0.00824276265,0,0.00480655994,0,0,0
11,2,64,0.0054931636,0.0164821725,0.0219706409,0.0219706409,0,0.00978491774,0,0,0
11,3,512,0,0.0219726544,0.0439453088,0.0439613983,0,0.022273261,0,0,0
11,4,4096,0.0219726544,0.0439453088,0.0878906175,0.109863266,0,0.0448895879,0,0,0
11,5,32768,0.0439453088,0.131835923,0.175781235,0.219726533,0,0,0,0,0
12,0,1,0,0,0,0,0,0.00824192446,0,0,0
12,1,8,0.00823940989,0.00824443903,0.00824443903,0.00824443903,0,0.00412071077,0,0,0
12,2,64,0.0054931636,0.0109903496,0.0164888781,0.0164888781,0,0.00961303634,0,0,0
12,3,512,0,0.0219726544,0.0439453088,0.0439453088,0,0.022230343,0,0,0
12,4,4096,0.0219726544,0.0439453088,0.0878906175,0.109863266,0,0.0448788814,0,0,0
12,5,32768,0.0439453088,0.131835923,0.175781235,0.219726533,0,0,0,0,0
13,0,1,0,0,0,0,0,0.00824024808,0,0,0
13,1,8,0.00823940989,0.00824108627,0.00824108627,0.00824108627,0,0.00206006202,0,0,0
13,2,64,0,0.0164788198,0.0164821725,0.0164821725,0,0.000515120279,0,0,0
13,3,512,0,0,0.0329576395,0.0329777561,0,0.00012893723,0,0,0
13,4,4096,0,0,0,0.0660359785,0,3.23390814e-05,0,0,0
13,5,32768,0,0,0,0.13250111,0,0,0,0,0
14,0,1,0,0,0,0,0,0.00686645461,0,0,0
14,1,8,0.00686645415,0.00686645415,0.00686645415,0.00686645415,0,0.00309007207,0,0,0
14,2,64,0.0027465818,0.0137362611,0.0164788198,0.0164788198,0,0.00789645407,0,0,0
14,3,512,0,0.0219726544,0.0274658166,0.0329589806,0,0.0196983195,0,0,0
14,4,4096,0.0109863272,0.0549316332,0.0988769382,0.131835923,0,0.0378944212,0,0,0
14,5,32768,0.0219726544,0.109863266,0.175781235,0.263671845,0,0,0,0,0
15,0,1,0,0,0,0,0,0.00412054313,0,0,0
15,1,8,0.00412054313,0.00412054313,0.00412054313,0.00412054313,0,0.00652367662,0,0,0
15,2,64,0.0054931636,0.00824779179,0.0109869968,0.0109869968,0,0.0139047068,0,0,0
15,3,512,0.0164794903,0.0164794903,0.0219726544,0.0219806992,0,0.0282813222,0,0,0
15,4,4096,0.0329589806,0.0439453088,0.0549316332,0.0549316332,0,0.0571955929,0,0,0
15,5,32768,0.0659179613,0.0878906175,0.109863266,0.109863266,0,0,0,0,0
16,0,1,0,0,0,0,0,0.00549182249,0,0,0
16,1,8,0.00549182203,0.00549182203,0.00549182203,0.00549182203,0,0.00412071083,0,0,0
16,2,64,0.0027465818,0.0109903496,0.0164888781,0.0164888781,0,0.0116732658,0,0,0
16,3,512,0.0054931636,0.0274658166,0.038452141,0.0439546928,0,0.0267364346,0,0,0
16,4,4096,0.0109863272,0.076904282,0.0878906175,0.0988769382,0,0.0547976734,0,0,0
16,5,32768,0.0219726544,0.131835923,0.197753876,0.241699189,0,0,0,0,0
17,0,1,0,0,0,0,0,0.00686813099,0,0,0
17,1,8,0.00686813053,0.00686813053,0.00686813053,0.00686813053,0,0.00171661354,0,0,0
17,2,64,0,0.0137329083,0.0137329083,0.0137329083,0,0.00317587139,0,0,0
17,3,512,0,0.0109863272,0.0274725221,0.0384628735,0,0.00688809013,0,0,0
17,4,4096,0,0.0329589806,0.0549316332,0.0769793913,0,0.0128372037,0,0,0
17,5,32768,0,0.0659179613,0.109863266,0.154414758,0,0,0,0,0
18,0,1,0,0,0,0,0,0.0109869977,0,0,0
18,1,8,0.0109869968,0.0109869968,0.0109869968,0.0109869968,0,0.00892655831,0,0,0
18,2,64,0.00823974516,0.0219739936,0.0219739936,0.0219739936,0,0.0145914675,0,0,0
18,3,512,0.0164794903,0.0164794903,0.0439479873,0.0439748093,0,0.0283671559,0,0,0
18,4,4096,0.0329589806,0.0329589806,0.0329589806,0.0879496187,0,0.0565303801,0,0,0
18,5,32768,0.0659179613,0.0659179613,0.0659179613,0.176382035,0,0,0,0,0
19,0,1,0,0,0,0,0,0.00824108627,0,0,0
19,1,8,0.00824108627,0.00824108627,0.00824108627,0.00824108627,0,0.00309049158,0,0,0
19,2,64,0.0027465818,0.0137329083,0.0164888781,0.0164888781,0,0.00506405281,0,0,0
19,3,512,0.0054931636,0.0109863272,0.0274658166,0.0329643451,0,0.0116516583,0,0,0
19,4,4096,0.0109863272,0.0219726544,0.0329589806,0.0660091564,0,0.0218333383,0,0,0
19,5,32768,0.0219726544,0.0439453088,0.0659179613,0.132393822,0,0,0,0,0
20,0,1,0,0,0,0,0,0.00961571839,0,0,0
20,1,8,0.00961571839,0.00961571839,0.00961571839,0.00961571839,0,0.00549408561,0,0,0
20,2,64,0.0027465818,0.0164888781,0.0192314368,0.0192314368,0,0.00952733131,0,0,0
20,3,512,0.0109863272,0.0109863272,0.0329643451,0.0384628735,0,0.0199557957,0,0,0
20,4,4096,0.0219726544,0.0329589806,0.0439453088,0.0769793913,0,0.0379909376,0,0,0
20,5,32768,0.0439453088,0.0659179613,0.0878906175,0.154280648,0,0,0,0,0
21,0,1,0,0,0,0,0,0.0055002044,0,0,0
21,1,8,0.00549852755,0.00550188031,0.00550188031,0.00550188031,0,0.00274767133,0,0,0
21,2,64,0.0027465818,0.0109970551,0.0137396138,0.0137396138,0,0.00497845194,0,0,0
21,3,512,0,0.0109863272,0.0219941102,0.0274792276,0,0.00961318305,0,0,0
21,4,4096,0,0.0219726544,0.0439453088,0.0550120994,0,0.0190170477,0,0,0
21,5,32768,0.0219726544,0.0439453088,0.0878906175,0.110667929,0,0,0,0,0
22,0,1,0,0,0,0,0,0.00686980737,0,0,0
22,1,8,0.00686980691,0.00686980691,0.00686980691,0.00686980691,0,0.00721002847,0,0,0
22,2,64,0.0109863272,0.0137329083,0.0247232579,0.0247232579,0,0.0189689578,0,0,0
22,3,512,0,0.0439453088,0.0878906175,0.0878906175,0,0.0382162578,0,0,0
22,4,4096,0,0.0878906175,0.175781235,0.175781235,0,0.0760085809,0,0,0
22,5,32768,0.0878906175,0.175781235,0.35156247,0.439453065,0,0,0,0,0
23,0,1,0,0,0,0,0,0.00274926401,0,0,0
23,1,8,0.00274926377,0.00274926377,0.00274926377,0.00274926377,0,0.00618148549,0,0,0
23,2,64,0.0054931636,0.00823974516,0.00824779179,0.00824779179,0,0.0138189494,0,0,0
23,3,512,0.0164794903,0.0164794903,0.0219726544,0.0219726544,0,0.0292685507,0,0,0
23,4,4096,0.0329589806,0.0439453088,0.0549316332,0.0549316332,0,0.0567717953,0,0,0
23,5,32768,0.0659179613,0.0878906175,0.109863266,0.109863266,0,0,0,0,0
24,0,1,0,0,0,0,0,0.00412557228,0,0,0
24,1,8,0.00412054313,0.00413060142,0.00413060142,0.00413060142,0,0.00309049126,0,0,0
24,2,64,0.0027465818,0.00824108627,0.00824779179,0.00824779179,0,0.00489239068,0,0,0
24,3,512,0.0054931636,0.0054931636,0.0164821725,0.0164821725,0,0.0148916127,0,0,0
24,4,4096,0.0109863272,0.0549316332,0.0549316332,0.0549316332,0,0.0354803465,0,0,0
24,5,32768,0.0219726544,0.109863266,0.241699189,0.241699189,0,0,0,0,0
25,0,1,0,0,0,0,0,0.00549852801,0,0,0
25,1,8,0.00549182203,0.00550523307,0.00550523307,0.00550523307,0,0.0013733746,0,0,0
25,2,64,0,0.0109836441,0.0109903496,0.0109903496,0,0.00034334365,0,0,0
25,3,512,0,0,0.0219672881,0.0219806992,0,8.59668799e-05,0,0,0
25,4,4096,0,0,0,0.0440150425,0,2.16226872e-05,0,0,0
25,5,32768,0,0,0,0.0885665268,0,0,0,0,0
26,0,1,0,0,0,0,0,0.00686645461,0,0,0
26,1,8,0.00686645415,0.00686645415,0.00686645415,0.00686645415,0,0.00446394971,0,0,0
26,2,64,0.0054931636,0.0137396138,0.0192314368,0.0192314368,0,0.00969895085,0,0,0
26,3,512,0,0.0219726544,0.0439453088,0.0439453088,0,0.0191618254,0,0,0
26,4,4096,0,0.0439453088,0.0878906175,0.0878906175,0,0.0349492907,0,0,0
26,5,32768,0,0.0878906175,0.175781235,0.219726533,0,0,0,0,0
27,0,1,0,0,0,0,0,0.00274657877,0,0,0
27,1,8,0.002746579,0.002746579,0.002746579,0.002746579,0,0.00480676955,0,0,0
27,2,64,0.0054931636,0.0054931636,0.00549852755,0.00549852755,0,0.00944196153,0,0,0
27,3,512,0.0109863272,0.0109863272,0.0110104661,0.0110372882,0,0.0215464815,0,0,0
27,4,4096,0.0219726544,0.0439453088,0.0439453088,0.0439453088,0,0.0444403567,0,0,0
27,5,32768,0.0439453088,0.0439453088,0.153808564,0.153808564,0,0,0,0,0
28,0,1,0,0,0,0,0,0.00549349887,0,0,0
28,1,8,0.00549182203,0.00549517479,0.00549517479,0.00549517479,0,0.00240443245,0,0,0
28,2,64,0.0027465818,0.00824779179,0.0109970551,0.0109970551,0,0.00489264221,0,0,0
28,3,512,0,0.0109863272,0.0219726544,0.0219806992,0,0.0118662488,0,0,0
28,4,4096,0,0.0329589806,0.0439453088,0.0549316332,0,0.0233997462,0,0,0
28,5,32768,0,0.0878906175,0.153808564,0.153808579,0,0,0,0,0
29,0,1,0,0,0,0,0,0.00549517525,0,0,0
29,1,8,0.00549517479,0.00549517479,0.00549517479,0.00549517479,0,0.00274809042,0,0,0
29,2,64,0.0027465818,0.0109903496,0.0137530249,0.0137530249,0,0.00497834717,0,0,0
29,3,512,0,0.0109863272,0.0219806992,0.0274792276,0,0.00961315685,0,0,0
29,4,4096,0,0.0219726544,0.0439453088,0.0549852774,0,0.0174827391,0,0,0
29,5,32768,0,0.0439453088,0.0878906175,0.110131487,0,0,0,0,0
30,0,1,0,0,0,0,0,0.00549685163,0,0,0
30,1,8,0.00413060142,0.00686310139,0.00686310139,0.00686310139,0,0.00583673769,0,0,0
30,2,64,0.0054931636,0.0109970551,0.0137262028,0.0137262028,0,0.0061370613,0,0,0
30,3,512,0,0.0219726544,0.0220075212,0.0274524055,0,0.00716687755,0,0,0
30,4,4096,0,0.0329589806,0.0439453088,0.0549316332,0,0.0119747656,0,0,0
30,5,32768,0,0.0659179613,0.131835923,0.175791949,0,0,0,0,0
31,0,1,0.0054931636,0.0054931636,0.0054931636,0.0054931636,0,0.00137630838,0,0,0
31,1,8,0.00137463189,0.00137798465,0.00137798465,0.00137798465,0,0.0102990111,0,0,0
31,2,64,0.0109863272,0.0109863272,0.0137329083,0.0137329083,0,0.0279591974,0,0,0
31,3,512,0.0274658166,0.0439453088,0.0604247972,0.0659179613,0,0.0519597666,0,0,0
31,4,4096,0.0439453088,0.0988769382,0.142822251,0.175781235,0,0.0784531784,0,0,0
31,5,32768,0.0659179613,0.175781235,0.285644501,0.439453065,0,0,0,0,0
32,0,1,0,0,0,0,0,0.00549014611,0,0,0
32,1,8,0.00411719037,0.00686310139,0.00686310139,0.00686310139,0,0.0135606613,0,0,0
32,2,64,0.0137329083,0.0219726544,0.0219726544,0.0219726544,0,0.0305772206,0,0,0
32,3,512,0.0274658166,0.0494384654,0.0604247898,0.0659179538,0,0.0550120907,0,0,0
32,4,4096,0.0549316332,0.0878906175,0.153808564,0.164794892,0,0.0814439687,0,0,0
32,5,32768,0.0659179613,0.175781235,0.285644501,0.35156247,0,0,0,0,0
33,0,1,0.0013732909,0.0013732909,0.0013732909,0.0013732909,0,0.00652447296,0,0,0
33,1,8,0.00686645415,0.00686980691,0.00686980691,0.00686980691,0,0.0102133062,0,0,0
33,2,64,0.0109863272,0.0109863272,0.0164821725,0.0164821725,0,0.0245261798,0,0,0
33,3,512,0.0219726544,0.0439453088,0.0494384728,0.0549316332,0,0.0362152774,0,0,0
33,4,4096,0.0439453088,0.0769042894,0.0988769457,0.109863266,0,0.057338989,0,0,0
33,5,32768,0.0439453088,0.131835923,0.197753891,0.241699189,0,0,0,0,0
34,0,1,0.00137329195,0.00137329195,0.00137329195,0.00137329195,0,0.00669881655,0,0,0
34,1,8,0.00686980691,0.00686980691,0.00686980691,0.00686980691,0,0.010085147,0,0,0
34,2,64,0.0109836441,0.0164794903,0.0192260724,0.0192260724,0,0.0178633846,0,0,0
34,3,512,0.0164794903,0.0329589806,0.0384521447,0.0439453088,0,0.03126387,0,0,0
34,4,4096,0.0329589806,0.0549316332,0.0769042894,0.109863266,0,0.0513315026,0,0,0
34,5,32768,0.0439453088,0.109863266,0.153808579,0.219726533,0,0,0,0,0
35,0,1,1.63709024e-09,1.63709024e-09,1.63709024e-09,1.63709024e-09,0,0.00549182249,0,0,0
35,1,8,0.00411719037,0.00686645415,0.00686645415,0.00686645415,0,0.00828360335,0,0,0
35,2,64,0.00961571839,0.0109863272,0.0137329064,0.0137329064,0,0.0213504129,0,0,0
35,3,512,0.0219726544,0.0329589806,0.038452141,0.038452141,0,0.0507099414,0,0,0
35,4,4096,0.0439453088,0.0769042894,0.109863266,0.131835923,0,0.0821896418,0,0,0
35,5,32768,0.0659179613,0.175781235,0.241699189,0.329589784,0,0,0,0,0
36,0,1,0.00549316127,0.00549316127,0.00549316127,0.00549316127,0,0.00274591125,0,0,0
36,1,8,0.00137127913,0.00412054313,0.00412054313,0.00412054313,0,0.00446445303,0,0,0
36,2,64,0.00549182203,0.00823974703,0.00826120283,0.00826120283,0,0.0212002413,0,0,0
36,3,512,0.0219726544,0.0329589806,0.0494384691,0.0549316332,0,0.0398683244,0,0,0
36,4,4096,0.0329589806,0.076904282,0.0988769457,0.109863266,0,0.0861539556,0,0,0
36,5,32768,0.0878906175,0.153808579,0.197753876,0.263671845,0,0,0,0,0
37,0,1,6.54836096e-09,6.54836096e-09,6.54836096e-09,6.54836096e-09,0,0.00549182249,0,0,0
37,1,8,0.00549182203,0.00549182203,0.00549182203,0.00549182203,0,0.0130471811,0,0,0
37,2,64,0.0109970551,0.0137329083,0.0247232579,0.0247232579,0,0.023345924,0,0,0
37,3,512,0.0274658166,0.038452141,0.0494384728,0.0604167506,0,0.0444602895,0,0,0
37,4,4096,0.0439453088,0.0878906175,0.109863266,0.120849594,0,0.0803375317,0,0,0
37,5,32768,0.0878906175,0.153808579,0.219726533,0.307617158,0,0,0,0,0
38,0,1,6.54836096e-09,6.54836096e-09,6.54836096e-09,6.54836096e-09,0,0.00412054313,0,0,0
38,1,8,0.00411719037,0.00412389589,0.00412389589,0.00412389589,0,0.00926963147,0,0,0
38,2,64,0.0109863225,0.0137329083,0.0192247313,0.0192247313,0,0.0152778627,0,0,0
38,3,512,0.0164794903,0.0219726581,0.0274792276,0.0384521447,0,0.0383985843,0,0,0
38,4,4096,0.0329589881,0.0659179762,0.087890625,0.109863281,0,0.0799995375,0,0,0
38,5,32768,0.0878906026,0.153808564,0.219726533,0.285644472,0,0,0,0,0
39,0,1,0,0,0,0,0,0.00961404201,0,0,0
39,1,8,0.00824443903,0.0109836441,0.0109836441,0.0109836441,0,0.00789684075,0,0,0
39,2,64,0.00274658157,0.0164821725,0.0247232579,0.0247232579,0,0.0153635457,0,0,0
39,3,512,0.0164794903,0.0219726581,0.0329589806,0.0439345762,0,0.030577109,0,0,0
39,4,4096,0.0219726581,0.0549316332,0.0988769382,0.131835923,0,0.0795971684,0,0,0
39,5,32768,0.0659179613,0.131835923,0.197753891,0.285644472,0,0,0,0,0
40,0,1,1.30967219e-08,1.30967219e-08,1.30967219e-08,1.30967219e-08,0,0.00686477823,0,0,0
40,1,8,0.00686310139,0.00686645415,0.00686645415,0.00686645415,0,0.0087529727,0,0,0
40,2,64,0.010986316,0.0109863421,0.0164794996,0.0164794996,0,0.0197415274,0,0,0
40,3,512,0.0219726581,0.0329589732,0.043945305,0.0549316481,0,0.0461098166,0,0,0
40,4,4096,0.0439453088,0.0878906175,0.109863266,0.131835923,0,0.0668218989,0,0,0
40,5,32768,0.0439453162,0.153808579,0.241699189,0.307617158,0,0,0,0,0
41,0,1,1.30967219e-08,1.30967219e-08,1.30967219e-08,1.30967219e-08,0,0.00412054313,0,0,0
41,1,8,0.00274926377,0.00549182203,0.00549182203,0.00549182203,0,0.0116733054,0,0,0
41,2,64,0.0109863272,0.0192260798,0.0219726581,0.0219726581,0,0.0228094929,0,0,0
41,3,512,0.0192260724,0.0384521596,0.0604247898,0.0604247972,0,0.034632868,0,0,0
41,4,4096,0.0329589732,0.0659179613,0.142822236,0.142822236,0,0.0425915594,0,0,0
41,5,32768,0.0219726581,0.109863251,0.219726533,0.307617158,0,0,0,0,0
42,0,1,0,0,0,0,0,0.00823438074,0,0,0
42,1,8,0.00685974862,0.00960901286,0.00960901286,0.00960901286,0,0.010729002,0,0,0
42,2,64,0.00823974516,0.0192247313,0.0219726451,0.0219726451,0,0.0210498431,0,0,0
42,3,512,0.0219726451,0.0329589732,0.0384521447,0.043945305,0,0.0426953877,0,0,0
42,4,4096,0.043945305,0.0769042894,0.109863266,0.131835923,0,0.0570137325,0,0,0
42,5,32768,0.0439453088,0.131835923,0.219726503,0.35156247,0,0,0,0,0
43,0,1,0,0,0,0,0,0.00411719037,0,0,0
43,1,8,0.00411719037,0.00411719037,0.00411719037,0.00411719037,0,0.012532111,0,0,0
43,2,64,0.0109863272,0.0164794736,0.021972632,0.0219726451,0,0.024032923,0,0,0
43,3,512,0.0219726544,0.0384521447,0.0494384766,0.0549316183,0,0.0459677712,0,0,0
43,4,4096,0.0439453088,0.0878906175,0.131835908,0.142822266,0,0.0614199301,0,0,0
43,5,32768,0.0439453088,0.131835923,0.285644472,0.35156247,0,0,0,0,0
44,0,1,0,0,0,0,0,0.00274926401,0,0,0
44,1,8,0.00274255825,0.0027559693,0.0027559693,0.0027559693,0,0.0103001823,0,0,0
44,2,64,0.0109863272,0.0164821725,0.0192314368,0.0192314368,0,0.0162862863,0,0,0
44,3,512,0.0109970551,0.0329589732,0.0329589732,0.0384521447,0,0.0432586578,0,0,0
44,4,4096,0.043945305,0.0659179464,0.0988769233,0.109863251,0,0.0612898728,0,0,0
44,5,32768,0.0549316332,0.131835908,0.17578122,0.197753891,0,0,0,0,0
45,0,1,0.002746579,0.002746579,0.002746579,0.002746579,0,0.00548846973,0,0,0
45,1,8,0.0054851165,0.00549182203,0.00549182203,0.00549182203,0,0.00609380868,0,0,0
45,2,64,0.0054931636,0.00823973678,0.0123515707,0.0123515707,0,0.0245684878,0,0,0
45,3,512,0.0109863291,0.0659179762,0.0769042894,0.0769042894,0,0.0434679644,0,0,0
45,4,4096,0.0219726581,0.109863266,0.17578122,0.17578122,0,0.0588518786,0,0,0
45,5,32768,0.0439453088,0.131835923,0.307617158,0.35156247,0,0,0,0,0
46,0,1,1.30967219e-08,1.30967219e-08,1.30967219e-08,1.30967219e-08,0,0.00548511697,0,0,0
46,1,8,0.0054851165,0.0054851165,0.0054851165,0.0054851165,0,0.0114156473,0,0,0
46,2,64,0.00823973678,0.0164821725,0.0205993615,0.0205993615,0,0.0155991214,0,0,0
46,3,512,0.0109863421,0.0384521447,0.0384521447,0.0384521447,0,0.0360434885,0,0,0
46,4,4096,0.0439452901,0.0659179389,0.076904282,0.0988125652,0,0.0593934399,0,0,0
46,5,32768,0.0659179613,0.12084958,0.153808579,0.241699189,0,0,0,0,0
47,0,1,2.61934439e-08,2.61934439e-08,2.61934439e-08,2.61934439e-08,0,0.00412054313,0,0,0
47,1,8,0.00411719037,0.00412389589,0.00412389589,0.00412389589,0,0.0130472612,0,0,0
47,2,64,0.010986316,0.0164794903,0.0164794903,0.0164794903,0,0.026070758,0,0,0
47,3,512,0.0219726581,0.0439453162,0.0604247898,0.0604247898,0,0.041327642,0,0,0
47,4,4096,0.0439452901,0.109863251,0.131835938,0.131835938,0,0.0706788568,0,0,0
47,5,32768,0.0659179762,0.131835938,0.208740219,0.241699189,0,0,0,0,0
48,0,1,2.61934439e-08,2.61934439e-08,2.61934439e-08,2.61934439e-08,0,0.00138133753,0,0,0
48,1,8,0.00138133741,0.00138133741,0.00138133741,0.00138133741,0,0.00652296166,0,0,0
48,2,64,0.00686642807,0.00823438074,0.00961571839,0.00961571839,0,0.0189687902,0,0,0
48,3,512,0.0219726544,0.0384521335,0.041198723,0.041198723,0,0.0374544276,0,0,0
48,4,4096,0.0439453088,0.0659179613,0.109863266,0.109863266,0,0.0604523535,0,0,0
48,5,32768,0.0439453162,0.109863266,0.175781235,0.241699189,0,0,0,0,0
49,0,1,0.00549318409,0.00549318409,0.00549318409,0.00549318409,0,0.00413060142,0,0,0
49,1,8,0.0027559693,0.00550523307,0.00550523307,0.00550523307,0,0.0195687236,0,0,0
49,2,64,0.0164795257,0.0219726581,0.0274658166,0.0274658166,0,0.0289249966,0,0,0
49,3,512,0.0219726544,0.0549316593,0.0549316593,0.0549316593,0,0.0311458824,0,0,0
49,4,4096,0.0219726544,0.0769042671,0.131835893,0.153808564,0,0.0679805806,0,0,0
49,5,32768,0.0439452901,0.197753891,0.307617158,0.373535126,0,0,0,0,0
50,0,1,2.61934439e-08,2.61934439e-08,2.61934439e-08,2.61934439e-08,0,0.00275596953,0,0,0
50,1,8,0.0027559693,0.0027559693,0.0027559693,0.0027559693,0,0.00755293877,0,0,0
50,2,64,0.00823974982,0.0109836441,0.0137329083,0.0137329083,0,0.018561231,0,0,0
50,3,512,0.0192260668,0.0329589471,0.0439453162,0.0439453162,0,0.0367944937,0,0,0
50,4,4096,0.0329589806,0.0549316332,0.0769042894,0.0878906175,0,0.0831484692,0,0,0
50,5,32768,0.0769042894,0.142822221,0.197753906,0.241699189,0,0,0,0,0
51,0,1,2.61934439e-08,2.61934439e-08,2.61934439e-08,2.61934439e-08,0,0.00274255848,0,0,0
51,1,8,0.00274255825,0.00274255825,0.00274255825,0.00274255825,0,0.00755293126,0,0,0
51,2,64,0.00823974982,0.0109836441,0.0137329083,0.0137329083,0,0.0136471634,0,0,0
51,3,512,0.0109863272,0.0274658166,0.0274658166,0.0384628735,0,0.0440042956,0,0,0
51,4,4096,0.0439452901,0.0659179613,0.0769042894,0.0878906175,0,0.0725986776,0,0,0
51,5,32768,0.0659179613,0.131835923,0.175781235,0.263671845,0,0,0,0,0
